date,widget_basic_sales,widget_killdozer_sales,widget_master_sales,total_sales
2016-02-03,684.495606920447,371.739111498203,251.596463027289,1307.83118144594
2016-02-04,721.779804254633,699.224522404056,325.385405155686,1746.38973181438
2016-02-05,724.599550860619,447.032261459033,474.607999893322,1646.23981221297
2016-02-06,742.509223741503,522.259239774275,522.557041981619,1787.3255054974
2016-02-07,564.565413186936,528.064678710401,921.516569533681,2014.14666143102
2016-02-08,575.307517486377,361.208147519763,513.043236538273,1449.55890154441
2016-02-09,362.098758665409,456.697460705033,383.858497669437,1202.65471703988
2016-02-10,198.663462651722,495.006907554918,352.779730999255,1046.45010120589
2016-02-11,247.383451734628,534.874077005386,784.011735771432,1566.26926451145
2016-02-12,775.953018162138,508.85504013765,813.578124406206,2098.38618270599
2016-02-13,472.704803613692,640.661934159778,626.796971117081,1740.16370889055
2016-02-14,284.161165998856,401.35699881249,750.325927274028,1435.84409208537
2016-02-15,687.686158999448,648.586746173078,786.043689784701,2122.31659495723
2016-02-16,224.980943608452,572.34740934158,585.079033103606,1382.40738605364
2016-02-17,385.931253945093,683.235726037472,792.080246814803,1861.24722679737
2016-02-18,681.261485219915,352.569938066853,473.904720379338,1507.73614366611
2016-02-19,628.623261318887,583.602857480004,248.742961550582,1460.96908034947
2016-02-20,691.756857823377,485.195226200776,916.508168173637,2093.46025219779
2016-02-21,215.108168774129,654.424213866651,471.797458848387,1341.32984148917
2016-02-22,430.55670377785,440.937124375515,781.137327654718,1652.63115580808
2016-02-23,285.793877698997,535.619494976734,351.63164537939,1173.04501805512
2016-02-24,758.074784788519,451.524275247282,598.543077905678,1808.14213794148
2016-02-25,344.168967088298,453.599436220057,930.118170431292,1727.88657373965
2016-02-26,309.374481789787,388.395948815523,599.423187149685,1297.19361775499
2016-02-27,627.770581321347,352.074943026811,795.66618109507,1775.51170544323
2016-02-28,762.44370279278,564.354679783589,244.893462538253,1571.69184511462
2016-02-29,751.997061374913,446.694633076707,711.073270329714,1909.76496478133
2016-03-01,669.017891293829,667.489720883641,278.527817355039,1615.03542953251
2016-03-02,462.829689492999,335.427396051496,603.381457689644,1401.63854323414
2016-03-03,450.019900890291,612.183146689366,366.28271416225,1428.48576174191
2016-03-04,594.375435904026,478.114042392481,743.685635501459,1816.17511379797
2016-03-05,692.440578916517,344.69650992446,782.884872214983,1820.02196105596
2016-03-06,687.714325893757,572.30012913436,451.599701023908,1711.61415605203
2016-03-07,521.0957716577,509.028846193415,168.353156705158,1198.47777455627
2016-03-08,681.131704127827,434.543928606383,773.877925688125,1889.55355842234
2016-03-09,325.68850125467,635.394834829185,422.799799593633,1383.88313567749
2016-03-10,318.675787733155,394.166999618176,162.09027766535,874.93306501668
2016-03-11,459.619519969543,482.700745605528,530.834773275806,1473.15503885088
2016-03-12,293.187143261182,454.204753721306,459.381540279172,1206.77343726166
2016-03-13,550.025212548832,591.369071452042,188.646558752928,1330.0408427538
2016-03-14,504.578173344359,450.51842435912,568.480637280978,1523.57723498446
2016-03-15,715.370098902859,376.747404148979,194.295370094103,1286.41287314594
2016-03-16,783.125753638912,492.052862633732,747.476169192298,2022.65478546494
2016-03-17,561.019961736154,418.218957181736,199.539659095824,1178.77857801371
2016-03-18,702.601599391776,450.98642033531,401.753807933371,1555.34182766046
2016-03-19,556.257695384375,593.712158455287,788.268932629011,1938.23878646867
2016-03-20,772.692116421777,564.732185404532,694.337759424886,2031.7620612512
2016-03-21,481.916274822308,727.828685497099,182.695301412804,1392.44026173221
2016-03-22,354.683405519324,424.440851773766,159.745783200685,938.870040493775
2016-03-23,427.007148562829,457.767574119109,831.724683097228,1716.49940577917
2016-03-24,395.020509551825,427.297446953282,457.952870871528,1280.27082737664
2016-03-25,260.577444068425,695.332341514199,649.141593414301,1605.05137899692
2016-03-26,390.906403684951,676.812091349912,268.974449261762,1336.69294429662
2016-03-27,611.677393998081,709.731383558526,699.120380032763,2020.52915758937
2016-03-28,264.958899102755,680.299770753863,706.6619840045,1651.92065386112
2016-03-29,667.157511126587,369.614643021325,712.630204397712,1749.40235854562
2016-03-30,667.447158183908,693.378962745457,189.504460847053,1550.33058177642
2016-03-31,270.485674833569,461.288070090646,346.80389186707,1078.57763679128
2016-04-01,462.617945487898,452.95111775922,366.293861814564,1281.86292506168
2016-04-02,604.195978598938,585.472387948075,219.454476486859,1409.12284303387
2016-04-03,464.453594000976,604.183927288661,533.906633411935,1602.54415470157
2016-04-04,433.913930656695,665.219849304461,913.026877978179,2012.16065793934
2016-04-05,522.661055753654,658.130983848054,491.288048521208,1672.08008812292
2016-04-06,353.936460204766,509.1365487386,483.617377881302,1346.69038682467
2016-04-07,525.056857495894,616.636359105106,587.089074202112,1728.78229080311
2016-04-08,618.281340518026,644.587764367788,223.25162976489,1486.1207346507
2016-04-09,389.193664558838,426.529015808134,755.311285932186,1571.03396629916
2016-04-10,653.634750919692,409.640097371263,556.774259372516,1620.04910766347
2016-04-11,420.025842559555,680.321593060458,906.870307295835,2007.21774291585
2016-04-12,810.627151600636,734.057324542144,603.263163130044,2147.94763927282
2016-04-13,297.998056485037,654.318441158103,717.148444661861,1669.464942305
2016-04-14,494.092877756216,646.50367382595,728.445765529327,1869.04231711149
2016-04-15,415.633369452386,427.391831982631,736.446786482795,1579.47198791781
2016-04-16,717.55660485082,359.576282806851,188.089603234098,1265.22249089177
2016-04-17,648.857413548796,641.879048964151,712.296941687638,2003.03340420058
2016-04-18,270.544141187954,526.925870419361,209.206128718661,1006.67614032598
2016-04-19,590.798532401694,658.118283515011,191.549939956648,1440.46675587335
2016-04-20,791.206210030804,407.258696592877,344.892515282495,1543.35742190618
2016-04-21,599.666126350327,397.018755001343,352.379788755813,1349.06467010748
2016-04-22,795.973283433979,640.464849905786,424.122030366047,1860.56016370581
2016-04-23,800.33146705575,359.783564829306,901.820931483771,2061.93596336883
2016-04-24,436.157807794996,442.258770127086,350.130241820449,1228.54681974253
2016-04-25,331.188934182093,670.568999781499,512.048632256582,1513.80656622017
2016-04-26,404.109125636972,668.100396594439,424.824319199878,1497.03384143129
2016-04-27,573.955279259055,555.897847603734,881.221116159962,2011.07424302275
2016-04-28,480.519538006332,580.722729294083,729.78321002836,1791.02547732878
2016-04-29,796.679051489963,403.682092092115,389.967094473851,1590.32823805593
2016-04-30,634.804558504039,415.583282352857,481.747915949264,1532.13575680616
2016-05-01,554.664221266486,456.280816117919,653.066753198839,1664.01179058324
2016-05-02,620.891568144999,691.63961680439,127.397840420479,1439.92902536987
2016-05-03,493.813194705699,556.764521664147,635.165136319527,1685.74285268937
2016-05-04,639.240697778035,703.393066136681,889.485249587303,2232.11901350202
2016-05-05,509.27928391497,535.359053548554,399.487241518042,1444.12557898157
2016-05-06,820.851491537333,665.902379168319,440.802931093675,1927.55680179933
2016-05-07,373.893789692867,575.590622085419,229.407364622531,1178.89177640082
2016-05-08,494.696086680692,647.59518782251,479.863688720767,1622.15496322397
2016-05-09,623.062181939667,704.816413104974,147.512343971442,1475.39093901608
2016-05-10,476.596121108741,474.572473248217,817.696096687331,1768.86469104429
2016-05-11,795.309969254895,671.507768065698,278.499883447653,1745.31762076825
2016-05-12,483.885454757732,379.172408064817,808.855303104196,1671.91316592675
2016-05-13,623.298655719564,377.962733236035,905.897544016155,1907.15893297175
2016-05-14,406.709311741801,677.609029492336,214.537760050916,1298.85610128505
2016-05-15,294.629859827556,656.974766485338,226.536879919111,1178.141506232
2016-05-16,616.371729899944,488.808335231228,872.538886438042,1977.71895156921
2016-05-17,540.268152512446,612.94373960661,650.135530851685,1803.34742297074
2016-05-18,658.019600986388,377.428659274717,387.826670043914,1423.27493030502
2016-05-19,530.383353081799,491.737897952037,589.448217723548,1611.56946875738
2016-05-20,697.942451214117,498.627378361117,641.305653215594,1837.87548279083
2016-05-21,440.902455127842,618.937298656239,649.178971675508,1709.01872545959
2016-05-22,755.988606595692,596.628488109445,241.335769420176,1593.95286412531
2016-05-23,631.423422993195,411.707316608893,868.143904762695,1911.27464436478
2016-05-24,444.506582371033,391.633212392788,162.809165373041,998.948960136862
2016-05-25,418.762719006212,688.387607999389,484.07101739742,1591.22134440302
2016-05-26,579.555872282888,652.577953837853,711.111249843533,1943.24507596427
2016-05-27,722.94547383832,732.29555852178,492.174024361525,1947.41505672162
2016-05-28,313.874834985325,666.891171923711,832.62434648962,1813.39035339866
2016-05-29,482.52802316763,643.500349036507,354.406504643957,1480.43487684809
2016-05-30,784.692549088898,526.076630945845,522.289794837943,1833.05897487269
2016-05-31,816.330380925912,638.360288993729,585.984655604829,2040.67532552447
2016-06-01,769.338028074831,735.248380484051,865.584335892409,2370.17074445129
2016-06-02,590.044537153091,722.919562216409,579.919867785151,1892.88396715465
2016-06-03,373.375190773909,695.981508980092,246.682171396181,1316.03887115018
2016-06-04,859.475038042207,422.734715935142,543.295676130596,1825.50543010795
2016-06-05,473.479593637777,701.768154598445,580.872136913167,1756.11988514939
2016-06-06,398.213428696081,634.969005291465,706.585063935301,1739.76749792285
2016-06-07,327.115091868102,549.212871274402,299.874408006708,1176.20237114921
2016-06-08,579.98282513883,617.818489060763,182.103806174853,1379.90512037445
2016-06-09,848.731118544817,670.817522551555,812.616517724044,2332.16515882042
2016-06-10,810.671145659601,473.669639132532,869.05837108629,2153.39915587842
2016-06-11,459.056656458997,611.793903679159,267.575253069971,1338.42581320813
2016-06-12,819.970332602084,666.90087054689,451.367945412507,1938.23914856148
2016-06-13,480.865445336633,481.287789680771,200.900346234183,1163.05358125159
2016-06-14,772.310454206833,644.044103144373,460.428170221429,1876.78272757263
2016-06-15,828.151751601283,670.969323573441,622.886556136764,2122.00763131149
2016-06-16,364.080967091344,679.991323535798,426.233915228204,1470.30620585535
2016-06-17,694.476521296361,415.592872612468,156.218371220252,1266.28776512908
2016-06-18,842.657279433661,387.121692812588,246.482956292129,1476.26192853838
2016-06-19,746.327836101136,396.665283982078,421.628028213529,1564.62114829674
2016-06-20,631.242689239646,642.223980865484,157.055045714665,1430.5217158198
2016-06-21,336.966924260975,655.147046287831,93.358375320249,1085.47234586905
2016-06-22,580.531026624296,705.564857035246,307.811017251796,1593.90690091134
2016-06-23,399.427871875573,596.22372142751,391.187250756612,1386.83884405969
2016-06-24,584.325855727325,703.770066525369,862.188635380722,2150.28455763342
2016-06-25,487.170527119155,426.494012822124,594.882826763405,1508.54736670468
2016-06-26,519.933712158878,427.175242072032,188.709363353611,1135.81831758452
2016-06-27,484.394889722676,400.446641655742,634.413215925194,1519.25474730361
2016-06-28,392.257015412519,644.639016360433,690.290514519142,1727.18654629209
2016-06-29,679.922477798022,677.011497781158,233.572293665968,1590.50626924515
2016-06-30,448.594229706315,627.690507501452,690.15342796917,1766.43816517694
2016-07-01,789.771904739903,478.473276466669,748.130363982665,2016.37554518924
2016-07-02,369.538415862198,443.548221364609,374.306403625049,1187.39304085186
2016-07-03,539.148382009033,622.444345494028,163.108433457388,1324.70116096045
2016-07-04,861.24730668732,561.3577033726,407.884459721647,1830.48946978157
2016-07-05,822.466440631218,542.191092895741,688.323345954357,2052.98087948132
2016-07-06,660.646574754279,733.565886991209,231.485914927707,1625.6983766732
2016-07-07,437.462518079613,478.850009016098,419.181354170882,1335.49388126659
2016-07-08,338.424571696588,548.398248176652,710.462477288256,1597.28529716149
2016-07-09,353.091145726113,721.010514957662,487.731023029202,1561.83268371298
2016-07-10,830.155692254783,442.447783465096,642.421409485824,1915.0248852057
2016-07-11,889.57924819133,739.921971968827,377.977656336438,2007.4788764966
2016-07-12,900.235297031458,679.544435719229,280.147812456341,1859.92754520703
2016-07-13,324.848563283324,732.554168431862,605.148761277997,1662.55149299318
2016-07-14,413.765238366771,583.023529099018,386.659606493691,1383.44837395948
2016-07-15,339.108077093122,639.824964039812,421.472581487342,1400.40562262028
2016-07-16,714.865786902088,439.744999655348,99.7166626794564,1254.32744923689
2016-07-17,544.932585266068,585.815582458898,653.890905236322,1784.63907296129
2016-07-18,499.772136635423,640.33998681951,212.72925622042,1352.84137967535
2016-07-19,743.425756823928,573.718722538302,332.163169232795,1649.30764859503
2016-07-20,898.46184552617,419.65752128799,127.837398006942,1445.9567648211
2016-07-21,838.256798426429,442.945739606831,209.373947668204,1490.57648570146
2016-07-22,442.119809468992,601.295225816111,328.644190399402,1372.05922568451
2016-07-23,333.772539632382,689.450531803848,112.216256931863,1135.43932836809
2016-07-24,706.441454103469,710.649121188627,656.230916246732,2073.32149153883
2016-07-25,494.994953619161,439.895604464654,741.584918684282,1676.4754767681
2016-07-26,881.511709610401,446.382861489837,89.1026815400257,1416.99725264026
2016-07-27,726.037163199615,390.815274986005,199.579846803305,1316.43228498892
2016-07-28,791.497234096692,682.749300385014,413.028157443538,1887.27469192524
2016-07-29,384.102248770655,678.498473909533,563.727341397231,1626.32806407742
2016-07-30,725.956774525586,599.796133170473,720.632220760971,2046.38512845703
2016-07-31,421.55273356625,355.796335475968,438.850788823197,1216.19985786542
2016-08-01,511.023390131131,438.605224181927,704.09189689357,1653.72051120663
2016-08-02,463.401796042876,697.223478058867,435.648263307413,1596.27353740916
2016-08-03,742.979073570515,438.144076731934,167.704633337844,1348.82778364029
2016-08-04,599.161262551072,585.674040326235,598.543089587834,1783.37839246514
2016-08-05,658.765899521892,663.357316793406,349.063632568424,1671.18684888372
2016-08-06,449.513850824252,589.719908584774,64.0938427617392,1103.32760217077
2016-08-07,704.883869032617,543.4837964157,184.069020122693,1432.43668557101
2016-08-08,472.065172972913,747.090190430951,126.3841312431,1345.53949464696
2016-08-09,454.283854692812,365.03344715989,726.924062842817,1546.24136469552
2016-08-10,815.824392643397,370.830011067496,473.380719731278,1660.03512344217
2016-08-11,703.796031687691,383.752290678559,244.141084304803,1331.68940667105
2016-08-12,729.325713116911,732.144157175628,188.654899176181,1650.12476946872
2016-08-13,344.477981815107,373.603960993414,187.864018335195,905.945961143716
2016-08-14,476.158478333818,432.372620141751,249.79152461151,1158.32262308708
2016-08-15,614.449000868336,388.936750679972,496.67051990059,1500.0562714489
2016-08-16,702.26908108257,497.34623415812,198.776817649962,1398.39213289065
2016-08-17,319.43547932552,465.208835905648,731.644079094804,1516.28839432597
2016-08-18,558.905111876731,488.347397775199,268.225956643907,1315.47846629584
2016-08-19,462.049972319761,406.69891426109,822.289712627258,1691.03859920811
2016-08-20,479.747269506664,604.540170679671,253.14769648307,1337.4351366694
2016-08-21,829.904591089107,747.303705412511,788.251844109283,2365.4601406109
2016-08-22,320.314548570548,532.340674435847,735.265802519012,1587.92102552541
2016-08-23,796.819627932959,383.010890185751,691.573592463131,1871.40411058184
2016-08-24,783.68351274741,688.256077159789,723.147826521816,2195.08741642901
2016-08-25,644.154235212776,556.464246349149,598.745937592286,1799.36441915421
2016-08-26,451.829949659356,669.199744922752,715.708025943198,1836.73772052531
2016-08-27,338.540572262671,453.768687516155,670.450276962513,1462.75953674134
2016-08-28,852.714859340185,412.504243298443,629.95139359223,1895.17049623086
2016-08-29,798.229673235326,434.167615498258,799.633790602212,2032.0310793358
2016-08-30,840.333076928032,703.979230569597,78.099312471711,1622.41161996934
2016-08-31,645.415729640152,477.540305721151,514.314994235001,1637.2710295963
2016-09-01,753.101783156795,659.323129604147,486.889515332567,1899.31442809351
2016-09-02,836.129039208947,578.246006622403,610.611501838615,2024.98654766996
2016-09-03,568.68370860171,675.468753899341,103.224914322688,1347.37737682374
2016-09-04,326.685903314605,670.566326505544,308.961150816423,1306.21338063657
2016-09-05,544.277361718538,639.56351796113,191.59234168391,1375.43322136358
2016-09-06,833.916281593745,673.572138881154,94.4199767989572,1601.90839727386
2016-09-07,915.62141424571,457.930716998272,262.280976499652,1635.83310774363
2016-09-08,774.713537987023,377.518152573986,634.414970237927,1786.64666079894
2016-09-09,473.590571971889,689.558234536808,811.688076779803,1974.8368832885
2016-09-10,456.258213307747,373.379530485296,203.009163175361,1032.6469069684
2016-09-11,611.231842146515,610.67772520171,338.477974463122,1560.38754181135
2016-09-12,792.147455813021,411.906115015828,521.403667477562,1725.45723830641
2016-09-13,738.674905910203,532.924597771789,415.562911147898,1687.16241482989
2016-09-14,655.834849238921,370.874881238606,656.165473114683,1682.87520359221
2016-09-15,353.640793542152,523.527358523859,399.758482727246,1276.92663479326
2016-09-16,381.612733442263,441.492003097711,496.965210731574,1320.06994727155
2016-09-17,779.344501493459,536.872999960651,378.957372112209,1695.17487356632
2016-09-18,707.803158828988,613.346725875433,368.52459858054,1689.67448328496
2016-09-19,684.160664904676,629.33386452617,186.707981967116,1500.20251139796
2016-09-20,767.860113290021,359.406815341821,656.58071989669,1783.84764852853
2016-09-21,507.638425740811,361.854507901395,313.253157544312,1182.74609118652
2016-09-22,510.159651010362,377.273009091005,281.451319013977,1168.88397911534
2016-09-23,322.086159696192,502.219614516544,681.704964875945,1506.01073908868
2016-09-24,347.754706891322,423.021388832053,780.755228135394,1551.53132385877
2016-09-25,648.653814749362,570.899588702886,225.395361400617,1444.94876485287
2016-09-26,819.508008542014,494.7272320963,447.337599730756,1761.57284036907
2016-09-27,363.171789171309,699.531375492148,260.878792958865,1323.58195762232
2016-09-28,853.727712835892,473.178704236539,500.284660730543,1827.19107780297
2016-09-29,661.264091132662,603.700839934698,416.512528150553,1681.47745921791
2016-09-30,452.577699086494,574.556066385065,258.653537720771,1285.78730319233
2016-10-01,491.568826215598,660.684229236824,640.054344901767,1792.30740035419
2016-10-02,471.255988246265,433.608358223943,259.028887089815,1163.89323356002
2016-10-03,625.279787235742,696.593167206519,299.974793888209,1621.84774833047
2016-10-04,833.835498120468,428.579715287273,252.817098561718,1515.23231196946
2016-10-05,731.312601393266,407.121822637167,592.395213656389,1730.82963768682
2016-10-06,888.519976700081,439.498900803868,414.208777857071,1742.22765536102
2016-10-07,883.158567320372,721.085353311517,426.143483002082,2030.38740363397
2016-10-08,557.062850162546,469.582562759338,645.526803010479,1672.17221593236
2016-10-09,775.638917642551,543.645424612136,714.454633341905,2033.73897559659
2016-10-10,736.941918120265,646.16378589335,488.610316836075,1871.71602084969
2016-10-11,563.403840875391,612.007081150977,205.308658185461,1380.71958021183
2016-10-12,432.306713220775,672.52392390582,650.621123869337,1755.45176099593
2016-10-13,741.355835266955,565.787579281552,337.283263793845,1644.42667834235
2016-10-14,855.197268889577,427.960637967732,651.71033710438,1934.86824396169
2016-10-15,507.702828541014,604.400259495557,129.863390042381,1241.96647807895
2016-10-16,842.179717391013,336.990184063782,282.423696592826,1461.59359804762
2016-10-17,457.758362920753,385.301074125859,231.493374721371,1074.55281176798
2016-10-18,895.418270007575,382.49508691493,709.182212979819,1987.09556990232
2016-10-19,350.938640051203,471.434665129834,777.901899655082,1600.27520483612
2016-10-20,441.277376810741,646.724862348279,764.093696605609,1852.09593576463
2016-10-21,415.215436561719,531.267393858943,155.605648650733,1102.08847907139
2016-10-22,789.023839659896,495.269600194015,229.258807373697,1513.55224722761
2016-10-23,776.338712601078,685.170368782135,19.9595508336054,1481.46863221682
2016-10-24,805.444824751102,482.771673540203,586.946295800848,1875.16279409215
2016-10-25,864.169329957128,636.757974249963,191.542298630563,1692.46960283766
2016-10-26,595.194083267244,685.168651494779,757.520128903797,2037.88286366582
2016-10-27,889.684487881712,477.018500488417,18.147888271198,1384.85087664133
2016-10-28,508.650722071862,519.474808234575,636.088684383551,1664.21421468999
2016-10-29,745.053261722418,592.778616090116,91.3321426627624,1429.1640204753
2016-10-30,731.290785920815,589.932340596537,30.7147275269608,1351.93785404431
2016-10-31,368.892019999113,419.074122346338,61.2908448265189,849.25698717197
2016-11-01,583.444915703579,695.959646345983,84.9532440756452,1364.35780612521
2016-11-02,757.428567180919,487.80768852612,611.088059857362,1856.3243155644
2016-11-03,619.21357155924,671.411013343125,455.992308521647,1746.61689342401
2016-11-04,778.344540777686,717.519757159112,781.819804893398,2277.6841028302
2016-11-05,329.645960331176,609.015586545529,630.552483524181,1569.21403040089
2016-11-06,813.518194661056,653.616999392263,743.40119689164,2210.53639094496
2016-11-07,399.24876330087,725.26490447148,70.4861801206481,1194.999847893
2016-11-08,325.924305491182,726.130989371883,294.096263663441,1346.15155852651
2016-11-09,741.046623005368,395.045866713688,591.846304381583,1727.93879410064
2016-11-10,743.849129150933,587.091276184924,693.724884425771,2024.66528976163
2016-11-11,332.887527523182,475.561646850333,579.338725225701,1387.78789959922
2016-11-12,511.551022315367,480.190440593389,337.631357303544,1329.3728202123
2016-11-13,829.855180353417,578.278496124166,455.768254968503,1863.90193144609
2016-11-14,507.554120411091,567.252181965972,56.1944369104554,1131.00073928752
2016-11-15,524.075435138104,700.766147161622,539.580916477641,1764.42249877737
2016-11-16,557.600120913858,354.73454713319,189.771190802632,1102.10585884968
2016-11-17,333.118332508535,682.711142945462,366.2503683321,1382.0798437861
2016-11-18,839.866544973932,437.451811287181,161.02845165448,1438.34680791559
2016-11-19,625.795831070479,464.709474077988,374.557939699507,1465.06324484797
2016-11-20,343.809936478137,530.345375637931,83.6262391456578,957.781551261726
2016-11-21,669.505330560967,402.200372260879,190.585106619197,1262.29080944104
2016-11-22,861.166161882983,719.828964760341,582.449219545985,2163.44434618931
2016-11-23,713.876415961832,430.310178275035,816.567750832636,1960.7543450695
2016-11-24,842.299821276838,448.212682061309,385.238536363051,1675.7510397012
2016-11-25,839.514955535908,546.83184919731,165.083456938299,1551.43026167152
2016-11-26,888.953213753509,522.532226681242,289.136942547867,1700.62238298262
2016-11-27,829.737720269751,667.063953185821,517.818548982699,2014.62022243827
2016-11-28,439.998229288539,485.573641072355,521.421511496353,1446.99338185725
2016-11-29,757.132569234675,639.486638846483,718.95862296279,2115.57783104395
2016-11-30,556.260828935913,502.402691423811,548.126330449346,1606.78985080907
2016-12-01,473.68648292251,402.847802618722,88.3943285578473,964.92861409908
2016-12-02,501.526182408464,662.631271154704,795.729502216856,1959.88695578002
2016-12-03,692.176274119808,621.782354312254,371.981144622951,1685.93977305501
2016-12-04,590.399388899302,655.265473678936,284.007688092165,1529.6725506704
2016-12-05,666.761131069347,714.256315717316,691.160593401541,2072.17804018821
2016-12-06,580.909282805951,711.089714834685,407.599270543173,1699.59826818381
2016-12-07,527.67511161328,504.243301848114,703.159919121957,1735.07833258335
2016-12-08,887.709901854767,465.678561301642,256.809603060651,1610.19806621706
2016-12-09,704.28099718611,471.572224839516,270.394065898348,1446.24728792397
2016-12-10,516.854506539852,568.640038729888,487.079295450188,1572.57384071993
2016-12-11,562.208108621573,409.664527395644,476.264418916545,1448.13705493376
2016-12-12,369.105384890201,725.992147830013,110.50871795303,1205.60625067324
2016-12-13,496.947331358515,477.252789502915,718.326985812719,1692.52710667415
2016-12-14,517.66691342591,388.690528852066,637.717437121474,1544.07487939945
2016-12-15,438.862539798646,516.833799097808,147.160418865564,1102.85675776202
2016-12-16,535.846467948416,645.404736063762,714.501078370795,1895.75228238297
2016-12-17,608.974274109922,683.40189691508,436.508802386327,1728.88497341133
2016-12-18,611.967782410776,709.516402061128,167.1227384947,1488.6069229666
2016-12-19,694.367903921709,382.183463913282,666.144120315485,1742.69548815048
2016-12-20,534.088682988063,450.116256172979,87.7739132916118,1071.97885245265
2016-12-21,837.976523688094,691.891543518297,811.503021569825,2341.37108877622
2016-12-22,424.618905485808,718.179247474513,395.592009658458,1538.39016261878
2016-12-23,575.584675505344,725.495143324338,598.941727521071,1900.02154635075
2016-12-24,415.3507481077,586.846133161943,501.970558141209,1504.16743941085
2016-12-25,755.710049356373,627.499307792454,808.657703004472,2191.8670601533
2016-12-26,690.256598229444,663.799620027138,747.339039968202,2101.39525822478
2016-12-27,652.102676899312,410.766516523381,162.605597620233,1225.47479104293
2016-12-28,874.746928242058,568.944108509516,700.180709585315,2143.87174633689
2016-12-29,559.330960059959,563.256736592787,152.686709444318,1275.27440609706
2016-12-30,566.545251733386,620.536749010564,629.186445102096,1816.26844584605
2016-12-31,853.266869886053,725.813471734554,844.12573957881,2423.20608119942
2017-01-01,365.171048118403,567.416984582457,546.494807265931,1479.08283996679
2017-01-02,671.373253765055,407.293772098361,90.7680880451954,1169.43511390861
2017-01-03,637.190922328389,568.188562650662,734.242955109229,1939.62244008828
2017-01-04,869.972721133036,494.072862445569,134.496534414894,1498.5421179935
2017-01-05,807.857316815025,702.861331632336,398.522330547832,1909.24097899519
2017-01-06,918.231969638989,535.559051323106,181.452077088704,1635.2430980508
2017-01-07,477.435675434698,509.540471154042,661.121077639518,1648.09722422826
2017-01-08,688.644119850555,512.322923723435,543.801965041184,1744.76900861517
2017-01-09,662.514954869471,423.121109868258,252.239242422066,1337.8753071598
2017-01-10,490.870063609958,383.589245741774,556.210716632731,1430.67002598446
2017-01-11,666.30216079959,753.228468586085,809.370385424072,2228.90101480975
2017-01-12,812.875186267025,549.269414350584,608.738766921358,1970.88336753897
2017-01-13,719.674655409193,706.424313684063,677.519061286166,2103.61803037942
2017-01-14,660.353410263119,697.449567355902,375.13183041167,1732.93480803069
2017-01-15,343.599081885529,589.923638554498,859.299994137681,1792.82271457771
2017-01-16,769.228581749842,389.243069069159,340.713497460847,1499.18514827985
2017-01-17,846.912445820696,546.102111787262,612.218601458903,2005.23315906686
2017-01-18,329.58746607178,498.0549497895,757.07530465559,1584.71772051687
2017-01-19,522.913201058917,403.439395350046,65.6597512501104,992.012347659073
2017-01-20,880.338990197263,511.105377519156,530.129377621721,1921.57374533814
